# Data for B'+ transitions (P and R) 
#  Number of transitions: 2229 
#  JU 	 VU 	 JL 	 VL 		 lambda [A] 		 osc strength f 		 Gamma [1/s]
     3      1      2      1               924.76          1.01900E-02          3.18872E+08
     3      1      4      2               966.24          8.64600E-04          3.18872E+08
     3      1      2      2               959.44          4.22000E-03          3.18872E+08
     3      1      4      3              1001.45          6.31800E-04          3.18872E+08
     3      1      2      3               994.54          1.11200E-04          3.18872E+08
     3      1      4      4              1036.88          4.27500E-03          3.18872E+08
     3      1      2      4              1029.88          4.80700E-03          3.18872E+08
     3      1      4      5              1072.29          4.34900E-03          3.18872E+08
     3      1      2      5              1065.26          6.85200E-03          3.18872E+08
     3      1      4      6              1107.41          1.65100E-03          3.18872E+08
     3      1      2      6              1100.39          3.33600E-03          3.18872E+08
     3      1      4      7              1141.84          2.86000E-04          3.18872E+08
     3      1      2      7              1134.91          5.39400E-04          3.18872E+08
     3      1      4      8              1175.15          1.13800E-05          3.18872E+08
     3      1      2      8              1168.39          1.53900E-05          3.18872E+08
     3      1      4      9              1206.74          4.59400E-06          3.18872E+08
     3      1      2      9              1200.28          2.12800E-07          3.18872E+08
     3      1      4     10              1235.91          2.44700E-08          3.18872E+08
     3      1      2     10              1229.88          1.56600E-07          3.18872E+08
     3      1      4     11              1261.77          8.13600E-06          3.18872E+08
     3      1      2     11              1256.35          1.36300E-05          3.18872E+08
     3      1      4     12              1283.21          5.07100E-07          3.18872E+08
     3      1      2     12              1278.65          5.99900E-06          3.18872E+08
     3      1      4     13              1298.86          1.32000E-07          3.18872E+08
     3      1      2     13              1295.49          1.28900E-06          3.18872E+08
     3      1      2     14              1305.30          2.14400E-07          3.18872E+08
     4      1      5      1               934.55          3.10000E-03          3.14955E+08
     4      1      3      1               926.05          9.72800E-03          3.14955E+08
     4      1      5      2               969.34          6.97600E-04          3.14955E+08
     4      1      3      2               960.67          4.42200E-03          3.14955E+08
     4      1      5      3              1004.50          7.58200E-04          3.14955E+08
     4      1      3      3               995.69          6.24200E-05          3.14955E+08
     4      1      5      4              1039.85          4.20200E-03          3.14955E+08
     4      1      3      4              1030.94          4.70300E-03          3.14955E+08
     4      1      5      5              1075.15          4.21700E-03          3.14955E+08
     4      1      3      5              1066.20          6.52600E-03          3.14955E+08
     4      1      5      6              1110.11          1.65500E-03          3.14955E+08
     4      1      3      6              1101.18          3.09200E-03          3.14955E+08
     4      1      5      7              1144.34          2.35600E-04          3.14955E+08
     4      1      3      7              1135.53          5.69900E-04          3.14955E+08
     4      1      5      8              1177.37          3.88500E-06          3.14955E+08
     4      1      3      8              1168.80          2.23900E-05          3.14955E+08
     4      1      5      9              1208.61          5.55700E-07          3.14955E+08
     4      1      3      9              1200.42          6.55800E-07          3.14955E+08
     4      1      5     10              1237.33          1.21800E-07          3.14955E+08
     4      1      3     10              1229.71          2.31200E-07          3.14955E+08
     4      1      5     11              1262.61          3.05600E-08          3.14955E+08
     4      1      3     11              1255.80          9.23100E-08          3.14955E+08
     4      1      5     12              1283.31          3.79400E-09          3.14955E+08
     4      1      3     12              1277.64          2.94500E-08          3.14955E+08
     4      1      5     13              1297.99          1.11900E-09          3.14955E+08
